what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1360535730367
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360535730751
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360535730915
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360535734100
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360535750688
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360535758017
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1360535760687
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360535761016
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360535761190
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1360535785176
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360535818648
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360535833391
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360535886262
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1360535907654
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360535916280
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360535918453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1360535949342
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360535960678
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360535963092
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1360535976253
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360535976551
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360535976732
activated,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1360536009502
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360536009579
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1360536012015
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360536012071
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1360536033500
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.1.v201108080010,"org.eclipse.jpt.jaxb.ui",1360536033552
started,bundle,org.eclipse.jpt.jpa.ui,3.0.1.v201108080010,"org.eclipse.jpt.jpa.ui",1360536034137
started,bundle,org.eclipse.jpt.common.core,1.0.1.v201108080010,"org.eclipse.jpt.common.core",1360536034211
started,bundle,org.eclipse.jpt.jpa.core,3.0.1.v201109073010,"org.eclipse.jpt.jpa.core",1360536034396
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1360536034489
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1360536034503
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20110728_r371,"org.eclipse.pde.api.tools",1360536034724
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1360536034728
started,bundle,org.eclipse.jpt.jaxb.core,1.0.1.v201108080010,"org.eclipse.jpt.jaxb.core",1360536035238
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1360536035886
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1360536039792
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1360536056629
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1360536079159
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1360536088122
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536091209
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536109213
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1360536199591
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360536204404
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1360536235024
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1360536237344
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1360536245209
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1360536253676
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536257385
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536264287
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536265459
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536280995
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536309368
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536340424
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536399718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536402979
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1360536413934
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536419417
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536422895
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536424004
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536451455
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360536460658
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536463959
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536478882
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1360536488477
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536497969
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536503343
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536504425
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536513383
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1360536540939
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536555569
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536612673
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1360536623732
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536639617
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536643002
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360536643322
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536646507
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536729950
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360536731978
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360536732980
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1360536769129
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360536771269
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360536774161
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360536775280
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360536777135
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360536818108
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360537001217
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360537012320
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360537013875
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360537016710
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360537019995
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360537021335
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360537021335
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1360537024052
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360537029106
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360537059630
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360537062670
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360537062840
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1360537063905
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360537064309
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360537064456
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360537069509
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360537110807
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360537154721
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360537289018
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360537291181
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360537291983
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360537293830
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360537294850
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360537297188
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360537305343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360537306765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360537311518
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360537464258
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360537497417
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360537513946
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360537525552
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360537534150
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360538006257
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360538015829
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360538019335
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.properties",1360538019378
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360538217369
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360538658056
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360538658289
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360539647414
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360539649685
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360539699641
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360539702902
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360539715629
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360539716594
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360539718065
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360539720302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360539723362
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360539780221
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360539782132
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360539783797
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1360539786597
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360539790615
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360539898584
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360539900244
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360541638575
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360541643924
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360541645418
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk",1360541650818
started,bundle,org.eclipse.equinox.p2.ui,2.1.0.v20110601,"org.eclipse.equinox.p2.ui",1360541650999
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.0.0.v20110510,"org.eclipse.equinox.p2.transport.ecf",1360541656198
started,bundle,org.eclipse.ecf.filetransfer,5.0.0.v20110531-2218,"org.eclipse.ecf.filetransfer",1360541656586
started,bundle,org.eclipse.ecf.identity,3.1.100.v20110531-2218,"org.eclipse.ecf.identity",1360541657890
started,bundle,org.eclipse.ecf,3.1.300.v20110531-2218,"org.eclipse.ecf",1360541659142
started,bundle,org.eclipse.ecf.provider.filetransfer.httpclient,4.0.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer.httpclient",1360541660427
started,bundle,org.eclipse.ecf.provider.filetransfer,3.2.0.v20110531-2218,"org.eclipse.ecf.provider.filetransfer",1360541660621
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360541661288
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360541661816
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360541680621
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360541765080
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.install",1360541765251
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360541769921
started,bundle,org.eclipse.wb.os,1.2.0.r37x201109270310,"org.eclipse.wb.os",1360541848676
started,bundle,org.eclipse.wb.os.win32,1.2.0.r37x201109270310,"org.eclipse.wb.os.win32",1360541848731
started,bundle,org.eclipse.equinox.p2.director,2.1.0.v20110504-1715,"org.eclipse.equinox.p2.director",1360541853813
started,bundle,org.eclipse.equinox.p2.extensionlocation,1.2.100.v20110510,"org.eclipse.equinox.p2.extensionlocation",1360541931735
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.300.v20110510,"org.eclipse.equinox.p2.updatesite",1360541931774
started,bundle,org.eclipse.equinox.p2.publisher,1.2.0.v20110511,"org.eclipse.equinox.p2.publisher",1360541931807
started,bundle,org.eclipse.equinox.p2.artifact.repository,1.1.101.R37x_v20110714,"org.eclipse.equinox.p2.artifact.repository",1360541931981
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.1.R37x_v20110815-0935,"org.eclipse.equinox.p2.touchpoint.eclipse",1360541932928
started,bundle,org.eclipse.equinox.frameworkadmin,2.0.0.v20110502-1955,"org.eclipse.equinox.frameworkadmin",1360541941092
started,bundle,org.eclipse.equinox.simpleconfigurator.manipulator,2.0.0.v20110502-1955,"org.eclipse.equinox.simpleconfigurator.manipulator",1360541941156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360541962688
executed,command,org.eclipse.equinox.p2.ui.sdk,1.0.200.v20110502-1955,"org.eclipse.equinox.p2.ui.sdk.install",1360541962776
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360541963103
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360541998611
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProgressView",1360542012751
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProgressView",1360542012852
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360542025430
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360542075084
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360542079476
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360542256650
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360542260508
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360542261907
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360542287673
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360542304718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1360542304730
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1360542314664
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360542317766
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360542373777
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360542390267
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360542391391
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProgressView",1360542391404
started,bundle,org.eclipse.equinox.frameworkadmin.equinox,1.0.300.v20110506,"org.eclipse.equinox.frameworkadmin.equinox",1360542435973
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360542463877
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360542636749
closed,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1360542637942
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.700.v201104070312,"org.eclipse.jst.ws.axis.creation.ui",1360542639985
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.505.v201004211805,"org.eclipse.jst.ws.axis.consumption.ui",1360542639985
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.407.v201104071820,"org.eclipse.jst.ws.axis.consumption.core",1360542639986
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.104.v201004211805,"org.eclipse.jst.ws.axis2.creation.ui",1360542639986
